name,chords
Teddy Boy,"D,D,A,Am,Em,G,A,D,A,Am,Em,G,A,A,B7,C#7,F#,F#,C#,C#m,G#m,B7,C#7,F#,B7,E,A,F#,B7,E,D,F#,B7,E,A,F#,B7,E,D,D,A,Am,Em,G,A,D,A,Am,Em,G,A,A,B7,C#7"
Taxman,"D7,D7,D7,D7,C7,D7,D,C,D,C,D,C,D,F,D7,C7,D7,D7#9,G7#9"
Taking A Trip To Carolina,"A,A,D,A,E,A,D,A,E,A,D,E"
Take Good Care Of My Baby,"G,Em,C,D,G,Gaug,C,D,G,Em,C,D,G,Em,C,D,G,Gaug,C,Cm,G,Em,C,D,G,Em,C,D,G,Em,C,D,G,Gaug,C,Cm,G,C,D,G,G7,C,D,G,Em,C,D,Bm,Em,Am7,D,G,Em,C,D,G,Em,C,D,G,Gaug,C,Cm,G,Em,C,D,G,G#,Fm,C#,D#,G#,Fm,C#,D#,G#,Eaug,C#,C#m,G#,Fm,C#,D#,G#,G#,Fm,C#,D#,G#,Fm,C#,D#,G#,Fm,C#,D#,A,Dm,A,A7"
Sweet Little Sixteen,"A7,D7,A7,D7,G7,D7,A7,D7,A7,D7,A7,D7,G7,D7,A7,D7,G7,D7,A7,D7,G7,D7,A7,D7,A7,D7,A7,D7,G7,D7,A7,D7,A7,D7,A7,D7,G7,D7,A7,D7,A7,D7,A7,D7,G7,D7,A7,D7,D"
Suzy Parker,"E,A,A7,E,B7,A7,E,E,A,A7,E,B7,A7,E,E,A7,E,B7,A7,E,E,A,A7,E,B7,A7,E,E,A7,E,B7,A7,E"
Sure To Fall In Love With You,"A,Bm,A,A,D,A,E,A,D,A,E,A,D,Bm,D,A,Bm,E,A,D,A,E,A,A,D,A,E,A,D,A,E,D,Bm,D,A,Bm,E,A,D,A,E,A"
Sun King,"E,F#m7/E,E6,Fadd2/G,C,Cmaj7,Gm7,A7,F,D7,Em7,C7,E,F#m7/E,E6,F#m7/E,E6,F#m7/E,E6,Fadd2/G,C,Cmaj7,Gm7,A7,C,Cmaj7,Gm7,A7,F,D7,F,D7,C,Em7,C7,F,F#m7/E,E6,F#m7/E,E6,F#m7/E,E6"
Strawberry Fields Forever,"C,G,Bm,Dm,Am,Am/G,F,C,Gm,Gm7,A7,C,G,Bm,Dm,Am,Am/G,F,G,C,Am,F,G,F,C,G,Bm,Dm,Am,Am/G,F,G,C,Am,F,G,F,C,C,Gm,Gm7,A7,F,A7,F,C,Am,F,C,Am,F,G,F,C"
Strawberry Fields Forever,"Em7,F#m7,Dmaj7,E,G#m,E7,Bm7,C#7,C#dim,A,Em7,F#m7,D,F#,Dmaj7,A,E,G#m,E7,Bm7,C#7,F#m,F#m7,Dmaj7,D,E7,A,F#m,D,E,D,A,Em7,C#dim,D,F#,Dmaj7,A,E,G#m,E7,Bm7,C#m7,F#m,F#m7,Dmaj7,D,E7,A,F#m,E,D,E,D,A,Em7,C#dim,D,F#,Dmaj7,A,E,G#m,E7,Bm7,C#m7,F#m,F#m7,Dmaj7,D,E7,A,F#m,E,D,E,D,A,Em7,C#dim,D,F#,Dmaj7,A,F#m,Dmaj7,A,Dmaj7,E,F#m"
Something,"F#mMaj7,A,Amaj7,A7,D,B,A,A#,B,F#m,F#mmaj7,A,D,A,Amaj7,A7,D,B,A,A#,B,F#m,F#mMaj7,A,D,F#,F#,A#,B,F#,B,F#,A,F#,A#,B,F#,B,F#,A,A,Amaj7,A7,D,B,A,A#,B,F#m,F#mMaj7,A,D"
Something,"A,Amaj7,A7,D,B7,E,F#m,F#mmaj7,F#m7,B,D,G,G#,A,A,Amaj7,A7,D,B,E,F#m,F#mmaj7,F#m7,B,D,G,G#,F#,F#,F#maj7,F#7,B,E,F#,F#,F#maj7,F#7,B,E,A,A,Amaj7,A7,D,B,E,F#m,F#mmaj7,F#m7,B,D,G,G#,A"
Some Other Guy,"A,C,D,G,D,A,D,D,G7,D,A7,D9,D,D7,D,G,D,A7,D,D9,D,A7,C,D,Dadd9"
Soldier Of Love,"C#m,E,C#m,E,C#m,F#m,E,G#m,A,B,E,G#,A,B,E,C#m,E,C#m,E,C#m,F#m,E,G#m,A,B,E,G#m,A,B,E,C#m,E,C#m,E,C#m,F#,E,E,A,E,E,A,E,E"
So How Come No One Loves Me,"G,D7,G,F,G,G,D7,G,F,G,G7,C7,G,C7,D7,G,D7,G,F,G,G,G,G,D7,G,F,C,C7,G,C7,D7,G,D7,G,F,C,G,D7,G,F,C,G,D7,G,F,C,G,F,F#,G,G9"
Slow Down,"D,D7,G,D,A,G,D,D,D7,D7,G,D,A,G,D,D,D7"
Sie Liebt Dich,
Shout,"B7,E,C#m,B7,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m"
Wait,"Em7,A,Am,Em,B7,Em,Em7,A,Am,Em,B7,Em,Em7,A,Am,Em,B7,Em,G,Cmaj7,G,Cmaj7,G,Cmaj7,G,B7,Em,G,Cmaj7,G,Cmaj7,G,Cmaj7,G,B7,Em,Em,A,D,G,Em,A,D,G,Em,B,Em7,A,Am,Em,B7,Em,Em7,A,Am,Em,B7,Em,G,Cmaj7,G,Cmaj7,G,Cmaj7,G,B7,Em,Em7,A,Am,Em,B7,Em,Em7,A,Am,Em,B7,Em"
Two Of Us,"G,Cadd9,Bm,Am7,G,Cadd9,Bm,Am7,G,G/D,Cadd9,D,Cadd9,G,G/D,Cadd9,D,Cadd9,G,G/D,Cadd9,Cadd9,G,G,Cadd9,Bm,Am7,G,Cadd9,Bm,Am7,G,G/D,Cadd9,D,Cadd9,G,G/D,Cadd9,D,Cadd9,G,G/D,Cadd9,Cadd9,G,Bb,Dm,Gm,Am,Am7,D,G,Cadd9,Bm,Am7,G,Cadd9,Bm,Am7,G,G/D,Cadd9,D,Cadd9,G,G/D,Cadd9,D,Cadd9,G,G/D,Cadd9,Cadd9,G,Bb,Dm,Gm,Am,Am7,D,G,Cadd9,Bm,Am7,G,Cadd9,Bm,Am7,G,G/D,Cadd9,D,D,Cadd9,G,G/D,Cadd9,D,D,Cadd9,G,G/D,Cadd9"
Twist And Shout,"D,G,A,A7,D,G,A,A7,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,A,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,A,A5,A5,A#5,B5,C5,C#5,D5,D9"
Too Much Monkey Business,"A,A7,D7,A,E7,D7,A,E7,A,D7,A,E7,D7,A,E7"
Too Bad About Sorrows,"A,C#m,C#m,F#m,E7,A,C#m,C#m,F#m,E7,A,C#m,F#m,E7"
Tomorrow Never Knows,"C,Bb,F,C,C,Bb,F,C,C,Bb,F,C,C,Bb,F,C,C,Bb,F,C,C,Bb,F,C,C,Bb,F,C,Bb,F,C,Bb,F,C"
Tomorrow Never Knows,C
Tommorow Never Knows,"C,C11,C,C11,C,C11,C,C11,C,C11,C,C11,C,C11,C11"
To Know Her Is To Love Her,"E,B,C#m,A,E,B,E,A,E,B,E,B,C#m,A,E,B,E,A,E,G,D,C,B7,G,E,C,B7,F#,B,E,B,C#m,A,E,B,E,A,E,G,D,C,B7,G,E,C,B7,F#,B,E,B,C#m,A,E,B,E,A,E"
Till There Was You,"F,F#dim7,Gm7,C7+9,F,F#dim7,Gm7,Bbm,F,Am,G#m,Gm7,C7+9,F,Gm7,C7+9,F,F#dim7,Gm7,Bbm,F,Am,G#m,Gm7,C7+9,F,F#dim7,Bb,Bbm,F,D,Gm7,Gmmaj7,G7,C7,C7+5,F,F#dim7,Gm7,Bbm,F,Am,G#m,Gm7,C7+9,F,Gm7,C7+9,F,F#dim7,Gm,Bbm,F,Am,G#m,Gm7,C7+9,F,Bb,Bbm,F,D,Gm7,Gmmaj7,G7,C7,C7+5,F,F#dim7,Gm7,Bbm,F,Am,G#m,Gm7,C7+9,F,C7,B7,C7,F,C#,F,Fmaj7"
Ticket To Ride,"A,Bm,E,F#m,D,F#m,Gmaj7,F#m,E,A,A,Bm,E,F#m,D,F#m,Gmaj7,F#m,E,A,D,E,D,E,A,Bm,E,F#m,D,F#m,Gmaj7,F#m,E,A,D,E,D,E,A,Bm,E,F#m,D,F#m,Gmaj7,F#m,E,A,A"
Three Cool Cats,"Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,E,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Em,D,Em,D,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Em,D,Em,D,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em"
This Boy,"D,Dsus2,D,D,Bm,Em,A,D,Bm,Em,A,D,Bm,Em,A,D,Bm,Em,A,D,Bm,Em,A,Em/D,Bm,Em,A,D,Bm,Em,A7,D,Bm,Em,A7,D,Bm,Em,A,Em/D,D,D7,D7,G,F#,Bm,D,D7,G,E,A,D,Bm,Em,A,D,Bm,Em,A7,D,Bm,Em,A,Em/D,Bm,Em,A,D,Bm,Em,A,D,Bm,Em,A"
Thinking Of Linking,"A,E,A,E,A,A7,D,E,A,A,E,A,E,A,A7,D,E,A"
Think For Yourself,"G,G,G,G#,Am,Dm,Bb,C,G,G#,Am,D,Bb,C,G,Am,C7,G,Eb,D,G,G,G,G#,Am,Dm,Bb,C,G,G#,Am,Dm,Bb,C,G,Am,C7,G,Eb,D,G,G,G,G#,Am,Dm,Bb,C,G,G,G#,Am,Dm,Bb,C,G,Am,C7,G,Eb,D,G,C7,G,Eb,D,C,G,Eb,D,C,G,G,G,G"
Things We Said Today,"Am,Am,Am,Em7,Am,Am,Em7,Am,Am,Em7,Am,Am,Em7,Am,C,C9,F,Bb,Am,Em7,Am,Am,Em7,Am,Am,Am,Em7,Am,Am,Em7,Am,Am,Em7,Am,Am,Em7,Am,C,C9,F,Bb,Am,Em7,Am,Am,Em7,A,A,D7,B7,E7,A,D7,B7,Bb7,Am,Em7,Am,Am,Em7,Am,Am,Em7,Am,Am,Em7,Am,C,C9,F,Bb,Am,Em7,Am,Am,Em7,A,A,D7,B7,E7,A,D7,B7,Bb7,Am,Em7,Am,Am,Em7,Am,Am,Em7,Am,Am,Em7,Am,C,C9,F,Bb,Am,Em7,Am,Am,Em7,Am"
Theres A Place,"E,A,E,A,E,A,E,A,E,C#m,B7,A,G#m7,A,G#m7,B7,C#m7,E,A,E,A,E,C#m7,B7,C#m7,A,B7,E,C#m7,F#7,E,G#m7,C#m7,F#7,E,G#m7,C#m7,G#m7,C#m7,E,A,E,A,E,C#m,B7,A,G#m7,A,G#m7,B7,C#m7,E,E"
The Word,"As4,Asus4,Gsus4,A7,G7,D7,D7,G7,D7,As4,A,Gs4,A,D7,D7,Cadd9,F6,G7,D7,G7,D7,As4,A,Gs4,A,D7,D7,Cadd9,F6,G7,D7,G7,D7,As4,A,Gs4,A,D7,D7,Cadd9,F6,G7,D7,G7,D7,As4,A,Gs4,A,D7,D7,Cadd9,F6,G7,D7,D7,G7,D7,As4,A,Gs4,A,D7,D7,Cadd9,F6,G7"
The Walk,"A,D,A,E,A,A,D,A,E,A,Bb,A"
The Sheik Of Araby,"C,Cdim,Dm,Dm,G,C,C,Cdim,Dm,Dm,G,C,C,Cdim,Dm,Dm,G,C,A,A,D7,D7,G,A,C,Cdim,Dm,Dm,G,C,C,Cdim,Dm,Dm,G,C,C,Cdim,Dm,Dm,G,C,A,A,D7,D7,D7,G,C,A,D7,G,C,A,D7,G,C"
The Night Before,"D,F,G7,A7,D,C,G,A,D,C,G,A,Bm,Gm6,Bm,Gm6,D,G7,D,F,G,D,C,G,A,D,C,G,A,Bm,Gm6,Bm,Gm6,D,G7,D,Am,D7,G,C,G,Bm,E7,A7,D,C,G,A,D,C,G,A,Bm,Gm6,Bm,Gm6,D,G7,D,F,G,D,C,G,A,D,C,G,A,Bm,Gm6,Bm,Gm6,D,G7,D,Am,D7,G,C,G,Bm,E7,A7,D,C,G,A,D,C,G,A,Bm,Gm6,Bm,Gm6,D,G7,D,F,D7,D"
You Never Give Me Your Money,"Am7,Dm9,G7,C,Fmaj7,Bm7b5,E7,Am,C/G,G,C7,F,Bb,D7,Eb7,G7,A7,F#7,G#7,A,B,E,Dm,G/D,Am/D,C,G/B,A,Am7,Dm9,G7,C,Fmaj7,Bm7b5,E7,Am,Am,Am7,Dm9,G7,C,Fmaj7,Bm7b5,E7,Am,Am7,Dm9,G7,C,Fmaj7,Bm7b5,E7,Am,C/G,G,C,E7,Am,C7,F,G,C,C,E7,Am,C7,F,G,C,Bb,F,C,Bb,F,C,Bb,F,C,D7,Eb7,G7,C7,A7,Eb7,C7,F#7,Eb7,A7,F#7,G#7,A,B,C,E,A,Dm,G/D,Dm,G/D,A,B,C,G/B,A,C,G/B,A,C,G/B,A,C,G/B,A,C,G/B,A"
You Like Me Too Much,"Am,C,G,Am,C,G,Bm7,D7,G,C,D7,Am,C,G,Am,C,G,Bm7,D7,G,C,D7,G/F,G/B,Em7,A7,Bm,A,Em7,A7,A7,D7,Am,C,G,Am,C,G,Bm7,D7,G,C,D7,G,C,G,D7,G,C,D7,G/F,G/B,Em7,A7,Bm,A,Em7,A7,A7,D7,Am,C,G,Am,C,G,Bm7,D7,G,C,D7,G,C,D7,D7,G,Bb,Bb,D7,G"
You Know What To Do,"A,E,A,E,A,E,A,E,D,A,A,A,E,A,E,A,E,D,D,A,D,A,E,A,E,A,E,A,E,D"
You Know My Name,"G/D,A,D,F#m,G,A,D,F#m,G,A,G,Bb,Bm,E7,G,D,Em,A7,D,F#m,G,A7,D,F#m,G,A7,D,A7,D,A7,G,F#,Bm,E7,G,D,Em,A7,D,G,A,D,G,A,G,F#,Bm,E7,G,D,Em,A7,D,Em,A7,D,Em,A7,G,F#,F#,Bm,E7,G,D,Em,A7,D,Em,A7,D,Em7,A13,D,Em7,A13,D,Em7,A13,D,G,A7,D,G,A7,G,D/F#,Bm,Em,G,D,Em,A7,D,G,A7,D,G,A7,D,G,A7,D6,D,G,A7sus,D,Gmaj9,G,F#,Bm,E9,G,D,Em,A7,D,G,A7,D,G,A7,G,F#,Bm,E9,G,D,Em7,A7,D,G,A7,D,G,A7,D,A,D,A7sus,D13,E,A,D,G,B,E"
You Cant Do That,"D,G,D,A7,G,D,D,G,D,A7,G,D,F#7,Bm,Em,F#m,D,F#7,Bm,Em,F#m,D,G,D,A7,G,D,D,G,D,A7,G,D,F#7,Bm,Em,F#m,D,F#7,Bm,Em,F#m,D,G,D,A7,G,D,A7,G,D,G,G7,G,G7,C11,G,G7,D9,C11,G,G7,D9,G,G7,G,G7,C11,G,G7,D9,C11,G,G7,B7,Em,Am,Bm,G,G7,B7,Em,Am,D,D9,G,G7,G,G7,C11,G,G7,D9,C11,G,G7,D9,G,G7,G,G7,D9,C11,G,G7,D9,C11,G,G7,B7,Em,Am,Bm,G,G7,B7,Em,Am,D,D9,G,G7,G,G7,C11,G,G7,D9,C11,G,G7,D9,G,G7,C11,D9,B7,Em"
Yesterday,"F,Em7,A7,Dm,Dm/C,Bb,C7,F,C,Dm,G7,Bb,F,F,Em7,A7,Dm,Dm/C,Bb,C7,F,C,Dm,G7,Bb,F,Em7,A7,Dm,Dm/C,Bb,Gm,C,F,Em7,A7,Dm,Dm/C,Bb,Gm,C,F,F,Em7,A7,Dm,Dm/C,Bb,C7,F,C,Dm,G7,Bb,F,Em7,A7,Dm,Dm/C,Bb,Gm,C,F,Em7,A7,Dm,Dm/C,Bb,Gm,C,F,F,Em7,A7,Dm,Dm/C,Bb,C7,F,C,Dm,G7,Bb,F,Dm,G7,Bb,F,F"
Yes It Is,"E,E,A,F#m7,B7,E,A,D6,B7,C#m,A,D,C#m,E,E,A,F#m7,B7,E,A,D6,B7,C#m,A,D,C#m,E,Bm,E7,A,F#m,Bm,E7,C#m,E,F#7,B7,E,A,F#m7,B7,E,A,D6,B7,C#m,A,D,C#m,E7,Bm,E7,A,F#m,Bm,E7,C#m,E,F#7,B7,E,A,F#m7,B7,E,A,D6,B7,C#m,A,D,C#m,E,G#7,A,E"
Yer Blues,"E7,A7,E7,G,B7,E7,A7,E7,B7,E7,A7,E7,G,B7,E7,A7,E7,B7,E7,E7,E7,E7,A7,E7,G,B7,E7,A7,E7,B7,E7,E7,E7,E7,A7,E7,G,B7,E7,A7,E7,B7,E7,E7,E7,E7,A7,E7,G,B7,E7,A7,E7,B7,E7,E7,A7,E7,G,B7,E7,A7,E7,B7,E7,E7,A7,E7,G,B7,E7,E7,E7,A7,E7,G,B7,E7,A7,E7,B7"
Yellow Submarine,"G,D,C,G,Em,Am,C,D,G,D,C,G,Em,Am,C,D,G,D,C,G,Em,Am,C,D,G,D,C,G,Em,Am,C,D,G,D,D,G,G,D,D,G,G,D,C,G,Em,Am,C,D,G,D,C,G,Em,Am,C,D,G,D,D,G,G,D,D,G,G,D,C,G,Em,Em,Am,C,D,G,D,C,G,Em,Em,Am,C,D,G,D,C,G,Em,Am,C,D,G,D,C,G,Em,Am,C,D,G,D,D,G,G,D,D,G,G,D,D,G,G,D,D,G"
World Is Waiting For The Sunrise,"A7,D,D7,G7,A,F#,G,Gm,D,B7,E,A,D,A,D,A7,D,G7,A,F#,G,Gm,D,B7,E,A,D,A,D,A7,D,D7,G7,A,F#,G,Gm,D,B7,E,A,D,A,D,A7,D,D7,G7,A,F#,G,Gm,D,B7,E,A,D,A,D,A,D6"
Words Of Love,"A,D,E,A,D,E,A,D,E,A,D,E,A,D,E,A,D,E,A,D,E,A,D,E,A,D,E,A,D,E,A,D,E,A,D,E,A,D,E,A,D,E,A,D,E,A,D,E,A,D,E,A,D,E,A,D,E,A,D,E,A,D,E"
Within You Without You,"C,Csus4,C,C7,C,Csus2,C,Csus4,C,Csus4,C,C7,C,Csus2,C,Csus4,C,Csus4,C,Csus4,C,Csus4,C7,C,Csus4,C,C,Csus4,C,C7,C,Csus2,C,Csus4,C,Csus4,C,C7,C,Csus2,C,Csus4,C,Csus4,C,Csus4,C7,C,Csus4,C,C7,C,C,Csus4,C,Csus4,C,Csus2,C"
With A Little Help From My Friends,"C,G,Dm,G7,C,G,Dm,G7,C,Bb,F,C,Bb,F,C,F,C,Bb,F,C,Bb,F,C,F,C,C,Am7,D7,C,Bb,F,Am,D7,C,Bb,F,Bb,F,C,Bb,F,C,F,C,E,B,F#m,B7,E,B,F#m,B7,E,D,A,E,D,A,E,A,E,B7,E,B,F#m,B7,E,B,F#m,B7,E,E,C#m,F#m7,E,D,A,C#m,F#m7,E,D,A,A,D,A,E,D,A,E,D,A,E,D,A,C/G,Am6,E"
With A Little Help,"E,B,F#m,B,E,E,B,F#m,B,E,D,A,E,D,A,E,D,A,E,B,C#m,F#,E,D,A,C#m,F#,E,D,A,E/D,E/C#,E,C,E/D,E"
Window Window,"G,Am,Em,A7,G,A7,Am,Em,Em,G,G,Am,Em,A7,G,A7,Am,Em,Am,G,G,Am,Em,A7,G,A7,Em,G,Em,G"
Wild Honey Pie,"G7,F7,E7,Eb7,D7,G7,G7,G7,F7,E7,Eb7,D7,G7,G7,G7,F7,E7,Eb7,D7,G7,F7,G7,F7,G7"
Why Dont We Do It In The Road,"D,D7,G,G7,D7,A7,G7,D7,D,D7,G,G7,D7,A7,G7,D7,D,D7,G,G7,D7,A7,G7,D7"
Why Cant You Love Me Again,"A,G,A,G,A,G,E,A,C#m,Bm,E,A,C#m,Bm,E,A,A7,D,Dm,A,E,A,A,C#m,Bm,E,A,C#m,Bm,E,A,A7,D,Dm,A,E,A,A7,D,A,B,A,C#m,Bm,E,A,C#m,Bm,E,A,A7,D,Dm,A,E,A,A7,D,A,B,A,C#m,Bm,E,A,C#m,Bm,E,A,A7,D,Dm,A,E,A,E,A,E,A,F,A,A6"
Why,"A,G,G6/E,G,A,G,G6/E,G,A,G,G6/E,G,E,A,C#m/G#,Bm/F#,E,A,C#m/G#,Bm/F#,E,A,A7,D,Dm,A,E,A,E7,A,C#m/G#,Bm/F#,E,A,C#m/G#,Bm/F#,E,A,A7,D,Dm,A,E,A,A7,D,D7,A,A7,B,E,A,C#m/G#,Bm/F#,E,A,C#m/G#,Bm/F#,E,A,A7,D,Dm,A,E,A,A7,D,D7,A,A7,B,E,A,C#m/G#,Bm/F#,E,A,C#m/G#,Bm/F#,E,A,A7,D,Dm,A,E,A,E,A,E,A,F,A"
While My Guitar Gently Weeps,"Dm,Dm/C,Dm/B,Bb,Dm,Cadd9,Dm,Dm,Dm,Dm/C,Dm/B,Bb,Dm,C,G,A,Dm,Dm/C,Dm/B,Bb,Dm,C,F,A,D,F#m,Bm,F#m,Em,Em7,A,A,D,F#m,Bm,F#m,Em,Em7,A,A,Dm,Dm/C,Dm/B,Bb,Dm,C,G,A,Dm,Dm/C,Dm/B,Bb,Dm,C,F,A,D,F#m,Bm,F#m,Em,Em7,A,A,D,F#m,Bm,F#m,Em,Em7,A,A,Dm,Dm/C,Dm/B,Bb,Dm,C,G,A,Dm,Dm/C,Dm/B,Bb,Dm,C,F,A,Dm,Dm/C,Dm/B,Bb,Dm,Cadd9"
While My Guitar Gently Weeps,"Am,G,A,Am/G,D,C#m,F#m7b5,E,F#m,Fmaj7,C,Bm,Dsus4,Dsus2,Esus4,Am,Am/G,F#m7b5,Fmaj7,Am,G,D,E,Am,Am/G,F#m7b5,Fmaj7,Am,G,D,Dsus4,D,Dsus2,D,Esus4,E,Am,Am/G,F#m7b5,Fmaj7,Am,G,C,E,A,C#m,F#m,C#m,Bm,E,Esus4,E,A,C#m,F#m,C#m,Bm,E,Esus4,E,Am,Am/G,F#m7b5,Fmaj7,Am,G,D,Dsus4,D,Dsus2,D,Esus4,E,Am,Am/G,F#m7b5,Fmaj7,Am,G,C,E,Am,Am/G,F#m7b5,Fmaj7,Am,G,D,E,Am,Am/G,F#m7b5,Fmaj7,Am,G,C,E,A,C#m,F#m,C#m,Bm,E,Esus4,E,A,C#m,F#m,C#m,Bm,E,Esus4,E,Am,Am/G,F#m7b5,Fmaj7,Am,G,D,Dsus4,D,Dsus2,D,Esus4,E,Am,Am/G,F#m7b5,Fmaj7,Am,G,C,E,Am,Am/G,F#m7b5,Fmaj7,Am,G,D,E,Am,Am/G,F#m7b5,Fmaj7,Am,G,C,E"
While My Guitar,"C,Am,Am7/G,Am6,F#,F,Am,G,D,E7,F,A,C,Am,Am7/G,Am6,F#,F,Am,G,D,E7,Am,Am7/G,Am6,F#,F,Am,G,C,E7,Am6,F#,F,D,E7"
Where Have You Been All My Life,"Dm,F,Dm,Bb,C,F,Dm,Bb,C,F,C,F,Dm,Bb,C,F,Dm,Bb,C,F,C,F"
When Im Sixty Four,"C,G,C,C,C7,F,F,Fm,C,A,D,G7,C,Am,E,Am,D7,F,G,C,C,G,G7,C,C,C7,F,F,Fm,C,A,D,G7,C,Am,G,Am,E,Am,D7,F,G,C,C,G,C,C,C7,F,F,Fm,C,A,D7,G7,C"
When I Get Home,"A7,D7,G7,Am,G7,C7,F7,C7,F7,C7,F7,G7,A7,D7,G7,Am,G7,C7,F7,C7,F7,C7,F7,G7,A7,D7,G7,Am,C,Am,C,Am,F,G7,F,G7,Am,G7,C7,F7,C7,F7,C7,F7,G7,A7,D7,G7,A7,D7,G7,C"
Whats The New Mary Jane,"D,G/B,Gm,Bb,A7,G7,A,A,Asus2,D,G/B,Gm,Bb,A7,D,Gm,Bb,A7,D,G/B,Gm,Bb,A7,D,G/B,Gm,Bb,A7,D,G/B,Gm,Bb,A7,D,G/B,Gm,Bb,A7,G7,A,A,A,G7,A,A,Asus2,A,G7,A,A,A,G7,A,A,Asus2,A,G7,A,A,G7,A,A"
What Youre Doing,"D,G,D,G,Bm,G,D,G,D,G,Bm,G,D,G,Bm,G,Bm,Em,A,D,G,D,G,Bm,G,D,G,D"
Youll Be Mine,"A,D7,A,E7,A,C#m,F#m,A,E7,D7,A,E7,A,C#m,F#m,A,E7,D7,A,A7,D7,A,A7,D7,B7,E7,A,C#m,F#m,A,E7,D7,A"
